timestamp, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw.instant [W], power.limit [W], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.gpucurrent, pcie.link.width.current, clocks_event_reasons.sw_power_cap, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_thermal_slowdown
2026/07/24 06:31:23.353, P2, 1875, 7601, 105.59, 230.00, 67, 0, 0, 21086, 3, 16, Active, Not Active, Active
2026/07/24 06:31:24.358, P2, 1695, 7601, 100.75, 230.00, 67, 0, 0, 21086, 3, 16, Not Active, Not Active, Not Active
2026/07/24 06:31:25.359, P2, 1800, 7601, 204.44, 230.00, 71, 97, 20, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:26.360, P2, 1800, 7601, 208.32, 230.00, 72, 100, 22, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:27.360, P2, 1830, 7601, 226.36, 230.00, 73, 91, 67, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:28.361, P2, 1785, 7601, 208.31, 230.00, 73, 100, 20, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:29.361, P2, 1785, 7601, 206.20, 230.00, 73, 99, 22, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:30.362, P2, 1800, 7601, 200.76, 230.00, 73, 96, 19, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:31.363, P2, 1785, 7601, 210.95, 230.00, 73, 100, 21, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:32.363, P2, 1800, 7601, 208.49, 230.00, 73, 100, 23, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:33.364, P2, 1770, 7601, 208.92, 230.00, 74, 100, 21, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:34.365, P2, 1785, 7601, 207.06, 230.00, 74, 97, 21, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:35.365, P2, 1830, 7601, 227.77, 230.00, 75, 91, 67, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:36.366, P2, 1785, 7601, 203.65, 230.00, 74, 97, 20, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:37.367, P2, 1770, 7601, 211.40, 230.00, 74, 100, 22, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:38.367, P2, 1800, 7601, 214.47, 230.00, 75, 97, 19, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:39.368, P2, 1770, 7601, 206.34, 230.00, 75, 100, 21, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:40.368, P2, 1785, 7601, 208.74, 230.00, 75, 100, 23, 21086, 3, 16, Active, Not Active, Not Active
2026/07/24 06:31:41.369, P2, 1770, 7601, 210.61, 230.00, 75, 100, 20, 21086, 3, 16, Active, Not Active, Not Active
