timestamp, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw.instant [W], power.limit [W], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.gpucurrent, pcie.link.width.current, clocks_event_reasons.sw_power_cap, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_thermal_slowdown
2026/07/24 07:10:30.193, P2, 1845, 7601, 109.21, 230.00, 73, 0, 0, 21262, 3, 16, Not Active, Not Active, Not Active
2026/07/24 07:10:31.199, P2, 1695, 7601, 88.27, 230.00, 72, 0, 0, 21262, 3, 16, Not Active, Not Active, Not Active
2026/07/24 07:10:32.199, P2, 1845, 7601, 225.66, 230.00, 76, 87, 55, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:33.200, P2, 1830, 7601, 228.59, 230.00, 78, 88, 57, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:34.201, P2, 1815, 7601, 229.21, 230.00, 78, 88, 58, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:35.202, P2, 1815, 7601, 229.30, 230.00, 78, 88, 59, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:36.203, P2, 1815, 7601, 228.84, 230.00, 78, 88, 60, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:37.204, P2, 1815, 7601, 228.60, 230.00, 78, 88, 60, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:38.204, P2, 1800, 7601, 230.74, 230.00, 78, 90, 63, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:39.206, P2, 1800, 7601, 225.82, 230.00, 78, 88, 61, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:40.207, P2, 1830, 7601, 229.82, 230.00, 78, 87, 55, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:41.207, P2, 1830, 7601, 224.76, 230.00, 78, 88, 57, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:42.208, P2, 1830, 7601, 227.13, 230.00, 79, 88, 58, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:43.209, P2, 1800, 7601, 228.99, 230.00, 79, 88, 59, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:44.210, P2, 1800, 7601, 228.90, 230.00, 79, 88, 60, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:45.211, P2, 1785, 7601, 229.63, 230.00, 79, 89, 61, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:46.212, P2, 1800, 7601, 230.88, 230.00, 79, 87, 61, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:47.213, P2, 1800, 7601, 229.54, 230.00, 79, 90, 61, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:48.213, P2, 1830, 7601, 229.96, 230.00, 79, 88, 57, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:49.214, P2, 1815, 7601, 229.27, 230.00, 79, 88, 57, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:50.215, P2, 1830, 7601, 228.22, 230.00, 79, 88, 58, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:51.216, P2, 1815, 7601, 227.42, 230.00, 79, 88, 59, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 07:10:52.217, P2, 1800, 7601, 227.06, 230.00, 79, 88, 60, 21262, 3, 16, Active, Not Active, Not Active
