timestamp, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw.instant [W], power.limit [W], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.gpucurrent, pcie.link.width.current, clocks_event_reasons.sw_power_cap, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_thermal_slowdown
2026/07/24 06:08:50.881, P2, 1860, 7601, 108.85, 230.00, 72, 0, 0, 21258, 3, 16, Not Active, Not Active, Not Active
2026/07/24 06:08:51.889, P2, 1695, 7601, 103.87, 230.00, 70, 0, 0, 21258, 3, 16, Not Active, Not Active, Not Active
2026/07/24 06:08:52.890, P2, 1830, 7601, 203.44, 230.00, 73, 100, 20, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:53.891, P2, 1815, 7601, 228.29, 230.00, 75, 88, 68, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:54.891, P2, 1800, 7601, 229.82, 230.00, 76, 88, 70, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:55.892, P2, 1800, 7601, 226.41, 230.00, 76, 87, 69, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:56.893, P2, 1785, 7601, 230.94, 230.00, 76, 87, 67, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:57.893, P2, 1800, 7601, 227.56, 230.00, 76, 86, 67, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:58.894, P2, 1800, 7601, 225.42, 230.00, 76, 86, 68, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:08:59.895, P2, 1770, 7601, 210.37, 230.00, 76, 100, 21, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:00.896, P2, 1815, 7601, 226.44, 230.00, 76, 86, 67, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:01.898, P2, 1800, 7601, 228.70, 230.00, 77, 88, 69, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:02.899, P2, 1800, 7601, 226.12, 230.00, 77, 86, 68, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:03.899, P2, 1785, 7601, 225.18, 230.00, 77, 88, 67, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:04.900, P2, 1815, 7601, 228.12, 230.00, 77, 86, 67, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:05.901, P2, 1800, 7601, 227.04, 230.00, 77, 87, 69, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:06.901, P2, 1785, 7601, 225.22, 230.00, 77, 90, 66, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:07.902, P2, 1800, 7601, 226.02, 230.00, 77, 88, 68, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:08.903, P2, 1800, 7601, 227.77, 230.00, 77, 88, 69, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:09.904, P2, 1800, 7601, 230.94, 230.00, 77, 87, 68, 21258, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:10.905, P2, 1800, 7601, 206.70, 230.00, 77, 85, 32, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:11.905, P2, 1770, 7601, 230.96, 230.00, 78, 88, 68, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:12.906, P2, 1800, 7601, 226.18, 230.00, 77, 87, 69, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:13.907, P2, 1770, 7601, 221.41, 230.00, 78, 90, 51, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:14.908, P2, 1800, 7601, 227.81, 230.00, 78, 87, 68, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:15.908, P2, 1800, 7601, 227.32, 230.00, 78, 86, 67, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:16.909, P2, 1785, 7601, 232.87, 230.00, 78, 88, 69, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:17.910, P2, 1755, 7601, 213.03, 230.00, 78, 100, 21, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:18.911, P2, 1785, 7601, 231.52, 230.00, 78, 86, 67, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:19.912, P2, 1785, 7601, 229.43, 230.00, 78, 87, 69, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:20.913, P2, 1785, 7601, 221.59, 230.00, 78, 88, 69, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:21.913, P2, 1800, 7601, 231.15, 230.00, 78, 86, 67, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:22.914, P2, 1770, 7601, 229.82, 230.00, 78, 86, 68, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:23.915, P2, 1800, 7601, 229.79, 230.00, 78, 86, 63, 21262, 3, 16, Active, Not Active, Not Active
2026/07/24 06:09:24.916, P2, 1800, 7601, 211.31, 230.00, 78, 100, 20, 21262, 3, 16, Active, Not Active, Not Active
