timestamp, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw.instant [W], power.limit [W], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], pcie.link.gen.gpucurrent, pcie.link.width.current, clocks_event_reasons.sw_power_cap, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_thermal_slowdown
2026/07/24 06:00:54.222, P2, 1845, 7601, 105.67, 300.00, 82, 0, 0, 42274, 3, 16, Not Active, Not Active, Not Active
2026/07/24 06:00:55.227, P2, 1800, 7601, 103.44, 300.00, 81, 0, 0, 42274, 3, 16, Not Active, Not Active, Not Active
2026/07/24 06:00:56.227, P2, 1800, 7601, 282.23, 300.00, 84, 91, 94, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:00:57.231, P2, 1800, 7601, 282.33, 300.00, 85, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:00:58.233, P2, 1800, 7601, 285.22, 300.00, 85, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:00:59.234, P2, 1800, 7601, 286.48, 300.00, 85, 92, 96, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:00.235, P2, 1845, 7601, 279.16, 300.00, 85, 86, 89, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:01.236, P2, 1800, 7601, 284.82, 300.00, 85, 92, 94, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:02.237, P2, 1800, 7601, 284.36, 300.00, 85, 92, 96, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:03.238, P2, 1800, 7601, 286.02, 300.00, 85, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:04.239, P2, 1800, 7601, 286.82, 300.00, 86, 92, 96, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:05.241, P2, 1515, 7601, 315.50, 300.00, 86, 95, 57, 42274, 3, 16, Active, Not Active, Not Active
2026/07/24 06:01:06.242, P2, 1800, 7601, 285.76, 300.00, 86, 91, 94, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:07.243, P2, 1800, 7601, 284.20, 300.00, 86, 91, 94, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:08.244, P2, 1800, 7601, 286.51, 300.00, 86, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:09.245, P2, 1800, 7601, 286.44, 300.00, 86, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:10.246, P2, 1785, 7601, 287.20, 300.00, 86, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:11.247, P2, 1800, 7601, 285.71, 300.00, 86, 92, 95, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:12.249, P2, 1800, 7601, 287.94, 300.00, 86, 93, 96, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:13.251, P2, 1785, 7601, 286.03, 300.00, 86, 92, 96, 42274, 3, 16, Not Active, Not Active, Active
2026/07/24 06:01:14.252, P2, 1530, 7601, 328.12, 300.00, 86, 95, 58, 42274, 3, 16, Active, Not Active, Not Active
2026/07/24 06:01:15.253, P2, 1785, 7601, 282.60, 300.00, 86, 91, 94, 42274, 3, 16, Not Active, Not Active, Active
